ID,gender,age,registration,belong_to_cooperative,county,subcounty,ward,trainer,first_training_date,topics_list,num_total_trainings,num_repeat_trainings,days_to_second_training,num_unique_trainers,adopted_within_07_days,adopted_within_90_days,adopted_within_120_days,has_second_training
ID_9CXFJI,Female,Above 35,Manual,0,Machakos,Matungulu,Matungulu West,trainer_name_3,2024-02-21,"['Dairy Cow Feeding', 'Poultry Management Practises.', 'Sheep And Goat Management Practices', 'The Benefits Of Ndume App', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Sheep & Goat Rearing', 'Poultry And Dairy Feeding With Tyari Feeds', 'Pest And Disease Management In Crops', 'Weed Management In Crop', 'Sheep & Goat Rearing.', 'Improved Maize & Bean Varieties From East Africa Seed', 'Benfits Of Sistema Biogas', 'Livestock Management With Biodeal Products', 'Pest & Disease Management During Production', 'Pest And Disease Management At Production Stage']",16,15,154.0,1,0,0,0,1
ID_BOB7FS,Female,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-02-19,"['Dairy Cow Feeding', 'Poultry Feeding']",2,1,0.0,1,0,0,0,1
ID_OLQ7LU,Female,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-02-29,"['Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Dairy Cow Feeding', 'Dairy Cow Feeding', 'Dairy Cow Feeding', 'Dairy Cow Feeding', 'Factors Affecting Milk Production', 'Factors Affecting Milk Production', 'Factors Affecting Milk Production', 'Factors Affecting Milk Production', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Herd Health', 'Herd Health', 'Herd Health', 'Herd Health', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Herd Health Practices', 'Herd Health Practices', 'Herd Health Practices', 'Herd Health Practices', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'How To Rear Healthy Chicken With Biodeal.', 'How To Rear Healthy Chicken With Biodeal.', 'How To Rear Healthy Chicken With Biodeal.', 'How To Rear Healthy Chicken With Biodeal.', 'Herd Health Practices With Biodeal Products.', 'Herd Health Practices With Biodeal Products.', 'Herd Health Practices With Biodeal Products.', 'Herd Health Practices With Biodeal Products.', 'Poultry Health Management..', 'Poultry Health Management..', 'Poultry Health Management..', 'Poultry Health Management..', 'Poultry Management Practises..', 'Poultry Management Practises..', 'Poultry Management Practises..', 'Poultry Management Practises..', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Poultry Health With Biodeal', 'Poultry Health With Biodeal', 'Poultry Health With Biodeal', 'Poultry Health With Biodeal', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Livestock Management Practices.', 'Livestock Management Practices.', 'Livestock Management Practices.', 'Livestock Management Practices.', 'How To Manage Pest And Diseases At Harvesting Stage', 'How To Manage Pest And Diseases At Harvesting Stage', 'How To Manage Pest And Diseases At Harvesting Stage', 'How To Manage Pest And Diseases At Harvesting Stage']",176,175,0.0,1,1,1,1,1
ID_3BI7K0,Female,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-02-29,"['Dairy Cow Feeding', 'Factors Affecting Milk Production']",2,1,0.0,1,0,0,0,1
ID_V9QKPQ,Female,Above 35,Manual,1,Nandi,Mosop,Kabisaga,trainer_name_5,2024-02-27,"['Benfits Of Sistema Biogas,Control Of External Parasites With Dominex.,Dairy Feed Management,Dairy Housing,How To Feed Kienyeji Chicken For Meat,How To Manage Pest And Diseases At Harvesting Stage,How To Rear A Calf With Unga Products,Importance Of Vaccinations And Record,Livestock Management Practices,Livestock Management Practices.,Pest And Diseases At Harvesting Stage,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feed And Water Management,Poultry Housing,Poultry Products,Record Keeping In Dairy,Record Keeping In Poultry,Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving', 'Record Keeping In Dairy', 'Dairy Housing', 'Poultry Housing', 'Poultry Products', 'Poultry Feed And Water Management', 'Dairy Feed Management', 'Record Keeping In Poultry', 'How To Rear A Calf With Unga Products', 'Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving', 'How To Feed Kienyeji Chicken For Meat', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Vaccinations And Record', 'Control Of External Parasites With Dominex.', 'Livestock Management Practices', 'Pest And Diseases At Harvesting Stage', 'Benfits Of Sistema Biogas', 'How To Manage Pest And Diseases At Harvesting Stage', 'Livestock Management Practices.']",19,18,0.0,1,0,0,0,1
ID_V2O658,Female,Above 35,Ussd,0,Machakos,Matungulu,Matungulu West,trainer_name_3,2024-02-21,"['Ndume App', 'Poultry Products', 'Disadvantages Of Natural Mating.', 'The Benefits Of Ndume App', 'Sheep And Goat Management Practices', 'Poultry Management Practises.']",6,5,0.0,1,0,0,0,1
ID_X2676Z,Female,Above 35,Ussd,1,Nandi,Mosop,Ndalat,trainer_name_5,2024-02-16,"['Benfits Of Sistema Biogas,Dairy Cow Feeding,Dairy Feed Management,Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,General Livestock Management,Harvesting & Post-Harvest Handling.,How To Manage Pest And Diseases At Harvesting Stage,Importance Of Vaccinating Against East Coast Fever (Ecf),Importance Of Vaccinations And Record,Kienyeji Chicken Rearing For October,Livestock Management Practices.,Microp+ Topdressing,Milking Hygiene,Personal Protective Equipment (Ppe),Pest And Disease Management In Maize And Beans,Poultry Diseases And Biosecurity,Poultry Feed And Water Management,Poultry Feeding With Tyari,Poultry Health Management,Record Keeping In Poultry', 'Dairy Cow Feeding', 'Dairy Feed Management', 'Poultry Feed And Water Management', 'Record Keeping In Poultry', 'Microp+ Topdressing', 'Milking Hygiene', 'Poultry Diseases And Biosecurity', 'Personal Protective Equipment (Ppe)', 'Kienyeji Chicken Rearing For October', 'Poultry Health Management', 'Diseases In Dairy Farming', 'Dairy Health Management', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari', 'Importance Of Vaccinating Against East Coast Fever (Ecf)', 'Pest And Disease Management In Maize And Beans', 'Importance Of Vaccinations And Record', 'Benfits Of Sistema Biogas', 'How To Manage Pest And Diseases At Harvesting Stage', 'Livestock Management Practices.', 'Harvesting & Post-Harvest Handling.', 'General Livestock Management']",23,22,0.0,1,1,1,1,1
ID_8UV24E,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-02-25,"['Herd Health Management.,Herd. Health. Management,Microp+ Planting,Poultry Feeding,Poultry Health Management.,Poultry Health Management. Practices,Poultry Management Practises.,The Benefits Of Ndume App']",1,0,,1,0,0,0,0
ID_VII4NF,Male,Above 35,Ussd,0,Bungoma,Bumula,Bumula,trainer_name_2,2024-02-20,"['Infertility In Dairy Cows,Ndume App,Poultry Feeding']",1,0,,1,0,0,0,0
ID_DT2WPT,Female,Above 35,Manual,0,Bungoma,Kanduyi,Khalaba,trainer_name_2,2024-02-29,"['Ndume App,Poultry Feeding']",1,0,,1,0,0,0,0
ID_GKX32V,Female,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-02-29,"['Factors Affecting Milk Production', 'Factors Affecting Milk Production', 'Factors Affecting Milk Production', 'Factors Affecting Milk Production', 'Factors Affecting Milk Production', 'Factors Affecting Milk Production', 'Factors Affecting Milk Production', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Dairy Cow Feeding', 'Dairy Cow Feeding', 'Dairy Cow Feeding', 'Dairy Cow Feeding', 'Dairy Cow Feeding', 'Dairy Cow Feeding', 'Dairy Cow Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Herd Health', 'Herd Health', 'Herd Health', 'Herd Health', 'Herd Health', 'Herd Health', 'Herd Health', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Herd Health Practices', 'Herd Health Practices', 'Herd Health Practices', 'Herd Health Practices', 'Herd Health Practices', 'Herd Health Practices', 'Herd Health Practices', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'Herd Health Management.', 'How To Rear Healthy Chicken With Biodeal.', 'How To Rear Healthy Chicken With Biodeal.', 'How To Rear Healthy Chicken With Biodeal.', 'How To Rear Healthy Chicken With Biodeal.', 'How To Rear Healthy Chicken With Biodeal.', 'How To Rear Healthy Chicken With Biodeal.', 'How To Rear Healthy Chicken With Biodeal.', 'Herd Health Practices With Biodeal Products.', 'Herd Health Practices With Biodeal Products.', 'Herd Health Practices With Biodeal Products.', 'Herd Health Practices With Biodeal Products.', 'Herd Health Practices With Biodeal Products.', 'Herd Health Practices With Biodeal Products.', 'Herd Health Practices With Biodeal Products.', 'Poultry Management Practises..', 'Poultry Management Practises..', 'Poultry Management Practises..', 'Poultry Management Practises..', 'Poultry Management Practises..', 'Poultry Management Practises..', 'Poultry Management Practises..', 'Poultry Health Management..', 'Poultry Health Management..', 'Poultry Health Management..', 'Poultry Health Management..', 'Poultry Health Management..', 'Poultry Health Management..', 'Poultry Health Management..', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Livestock Management Practices.', 'Livestock Management Practices.', 'Livestock Management Practices.', 'Livestock Management Practices.', 'Livestock Management Practices.', 'Livestock Management Practices.', 'Livestock Management Practices.', 'How To Manage Pest And Diseases At Harvesting Stage', 'How To Manage Pest And Diseases At Harvesting Stage', 'How To Manage Pest And Diseases At Harvesting Stage', 'How To Manage Pest And Diseases At Harvesting Stage', 'How To Manage Pest And Diseases At Harvesting Stage', 'How To Manage Pest And Diseases At Harvesting Stage', 'How To Manage Pest And Diseases At Harvesting Stage']",301,300,0.0,1,1,1,1,1
